Zone Timestep,SURFACE 2:Surface Outside Face Incident Solar Radiation Rate per Area[W/m2],SURFACE 3:Surface Outside Face Incident Solar Radiation Rate per Area[W/m2],SURFACE 4:Surface Outside Face Incident Solar Radiation Rate per Area[W/m2],SURFACE 5:Surface Outside Face Incident Solar Radiation Rate per Area[W/m2],SURFACE 6:Surface Outside Face Incident Solar Radiation Rate per Area[W/m2]
2006-Feb-15 09:20:00,444.6027078557412,97.61140118457149,97.61140118457149,797.2834070306503,492.9881980349178
2006-Feb-15 09:30:00,476.90737670948874,99.44311058024924,99.44311058024924,816.042703779539,550.0503664418487
2006-Feb-15 09:40:00,495.65708925427197,102.90622899234351,102.90622899234351,801.7411381175172,585.8849267329356
2006-Feb-15 09:50:00,514.2836464597661,106.29122195951075,106.29122195951075,785.4523394261205,621.4512036968836
2006-Feb-15 10:00:00,532.7434116117089,109.59741550355605,109.59741550355605,767.1387260443912,656.6484501087755
2006-Feb-15 10:10:00,550.992499744551,112.82289922414846,112.82289922414846,746.7731756892822,691.3751365740081
2006-Feb-15 10:20:00,568.9869961461814,115.96500065204748,115.96500065204748,724.338069236659,725.5292109223028
2006-Feb-15 10:30:00,586.683149103567,119.0206459486024,119.0206459486024,699.8246253219148,759.0083612970711
2006-Feb-15 10:40:00,597.9138269352458,123.5655725802911,123.5655725802911,665.8788495159907,782.6787437466949
2006-Feb-15 10:50:00,608.2308571760592,127.78486650389905,127.78486650389905,630.8239099132195,804.6181494685616
2006-Feb-15 11:00:00,617.6407356362562,131.68932507750657,131.68932507750657,594.7555689756955,824.8180727145796
2006-Feb-15 11:10:00,626.1521567626852,135.2916668128137,135.2916668128137,557.7699740522611,843.2738311681771
2006-Feb-15 11:20:00,633.7761988496515,138.60672574160856,138.60672574160856,519.9641410802411,859.9845357016344
2006-Feb-15 11:30:00,640.5264455181272,141.65159038218732,141.65159038218732,481.4363542412217,874.953052012344
2006-Feb-15 11:40:00,634.8838595446858,150.4596256093924,150.4596256093924,437.04712579396846,852.2288483478651
2006-Feb-15 11:50:00,621.3715703740144,158.02015057585248,158.02015057585248,391.5096088095974,825.635221229653
2006-Feb-15 12:00:00,599.1540010073921,169.23646620129898,169.23646620129898,348.90763768202504,795.669716512355
2006-Feb-15 12:10:00,565.499527349318,181.60891044732023,181.60891044732023,309.54688098800085,762.8403383101245
2006-Feb-15 12:20:00,539.5275007354169,190.7758814123531,190.7758814123531,277.69809427561313,727.6639214307133
2006-Feb-15 12:30:00,489.5152023657681,204.58067176146898,204.58067176146898,252.00572577296953,690.6644805674356
2006-Feb-15 12:40:00,489.3168536868777,204.13476164194157,204.13476164194157,228.16863948673216,690.6804342898047
2006-Feb-15 12:50:00,488.86399553329323,203.749731553654,203.749731553654,204.38916302325129,690.1180726313196
2006-Feb-15 13:00:00,488.1555884375912,226.1463457110823,203.42701640623415,203.42701640623415,688.9759553418601
2006-Feb-15 13:10:00,487.19191672934824,249.16780509831358,203.16449966310438,203.16449966310438,687.2537457601825
2006-Feb-15 13:20:00,485.9745570082849,272.1316791266349,202.95667167998565,202.95667167998565,684.9522125712609
2006-Feb-15 13:30:00,484.5063012058152,294.99515513764965,202.7950023412833,202.7950023412833,682.0732294574316
2006-Feb-15 13:40:00,478.84726283816303,314.36257379536426,199.61303297261722,199.61303297261722,672.804380353511
2006-Feb-15 13:50:00,472.89503122500207,333.3723317035481,196.39889392318287,196.39889392318287,662.8885184042555
2006-Feb-15 14:00:00,466.64560768401174,351.9844155011463,193.13476481943957,193.13476481943957,652.3104021688764
2006-Feb-15 14:10:00,460.0955239118178,370.1627324954472,189.8032703555208,189.8032703555208,641.0562162478241
2006-Feb-15 14:20:00,453.241815190989,387.8752677509235,186.38795861485977,186.38795861485977,629.1136243871804
2006-Feb-15 14:30:00,446.08203909749955,405.0940150767069,182.87360570367298,182.87360570367298,616.471819401535
2006-Feb-15 14:40:00,435.0170994600379,418.3474901803464,177.95191360801627,177.95191360801627,598.0630346614125
2006-Feb-15 14:50:00,423.6854697186328,430.6822967305571,172.89085712293866,172.89085712293866,579.0610272998002
2006-Feb-15 15:00:00,412.09198606158316,442.08966386071813,167.68105473126573,167.68105473126573,559.4743291185996
2006-Feb-15 15:10:00,400.24186406183566,452.56372399229735,162.31461036624842,162.31461036624842,539.3126616534018
2006-Feb-15 15:20:00,388.1407829287222,462.1012633295248,156.78498361343108,156.78498361343108,518.586923397514
2006-Feb-15 15:30:00,375.79498004523685,470.7016038423882,151.0868470337332,151.0868470337332,497.30917462859276
2006-Feb-15 15:40:00,358.57504338436445,471.0308846178286,145.3194423214392,145.3194423214392,469.78108832337176
2006-Feb-15 15:50:00,341.45675806883787,469.8587920370232,139.46391521957017,139.46391521957017,442.4258128043131
2006-Feb-15 16:00:00,324.472893035067,467.2579967619519,133.52139561027911,133.52139561027911,415.3054750640783
2006-Feb-15 16:10:00,307.6570717333355,463.312115827468,127.49308499340387,127.49308499340387,388.4805064776573
2006-Feb-15 16:20:00,291.04439959739926,458.1185321656236,121.38002034433264,121.38002034433264,362.0094744635991
2006-Feb-15 16:30:00,274.67245115200154,451.7928429370112,115.18278335323906,115.18278335323906,335.94892017125477
2006-Feb-15 16:40:00,238.67280573638115,405.5541813245242,103.9501089650008,103.9501089650008,287.49321502882657
2006-Feb-15 16:50:00,190.37085816606515,327.08370328408614,91.70554043195769,91.70554043195769,241.97998222749376
2006-Feb-15 17:00:00,157.72344702790704,275.3488400227753,80.56036457978638,80.56036457978638,199.5516939227066
2006-Feb-15 17:10:00,126.4663601777545,221.16528058148947,69.58005101093914,69.58005101093914,160.3387444654286
2006-Feb-15 17:20:00,86.2947979757522,139.87484903253392,57.06491323800212,57.06491323800212,124.45905169385156
2006-Feb-15 17:30:00,52.99357757134346,67.31914726843873,45.72446870277577,45.72446870277577,92.01769407374036
2006-Feb-15 17:40:00,45.24594095705799,58.607583813621886,39.00739822953576,39.00739822953576,78.13271596877553
2006-Feb-15 17:50:00,37.63953683830185,50.040130854983985,32.29153503832551,32.29153503832551,64.39630990710586
2006-Feb-15 18:00:00,30.21126641782006,41.781858163536356,25.58120921490226,25.58120921490226,50.812097965247794
2006-Feb-15 18:10:00,23.033950436158936,34.14963279072799,18.884675769702252,18.884675769702252,37.38311585189264
2006-Feb-15 18:20:00,14.640012164834635,21.633107498545332,12.222997142958084,12.222997142958084,24.11180393951266
2006-Feb-15 18:30:00,6.012695914980842,7.088745110950334,5.659562149791946,5.659562149791946,11.0
2006-Feb-15 18:40:00,0.0,0.0,0.0,0.0,0.0
2006-Feb-15 18:50:00,0.0,0.0,0.0,0.0,0.0
2006-Feb-15 19:00:00,0.0,0.0,0.0,0.0,0.0
2006-Feb-15 19:10:00,0.0,0.0,0.0,0.0,0.0
2006-Feb-15 19:20:00,0.0,0.0,0.0,0.0,0.0
2006-Feb-15 19:30:00,0.0,0.0,0.0,0.0,0.0
2006-Feb-15 19:40:00,0.0,0.0,0.0,0.0,0.0
2006-Feb-15 19:50:00,0.0,0.0,0.0,0.0,0.0
2006-Feb-15 20:00:00,0.0,0.0,0.0,0.0,0.0
2006-Feb-15 20:10:00,0.0,0.0,0.0,0.0,0.0
2006-Feb-15 20:20:00,0.0,0.0,0.0,0.0,0.0
2006-Feb-15 20:30:00,0.0,0.0,0.0,0.0,0.0
2006-Feb-15 20:40:00,0.0,0.0,0.0,0.0,0.0
2006-Feb-15 20:50:00,0.0,0.0,0.0,0.0,0.0
2006-Feb-15 21:00:00,0.0,0.0,0.0,0.0,0.0
2006-Feb-15 21:10:00,0.0,0.0,0.0,0.0,0.0
2006-Feb-15 21:20:00,0.0,0.0,0.0,0.0,0.0
2006-Feb-15 21:30:00,0.0,0.0,0.0,0.0,0.0
2006-Feb-15 21:40:00,0.0,0.0,0.0,0.0,0.0
2006-Feb-15 21:50:00,0.0,0.0,0.0,0.0,0.0
2006-Feb-15 22:00:00,0.0,0.0,0.0,0.0,0.0
2006-Feb-15 22:10:00,0.0,0.0,0.0,0.0,0.0
2006-Feb-15 22:20:00,0.0,0.0,0.0,0.0,0.0
2006-Feb-15 22:30:00,0.0,0.0,0.0,0.0,0.0
2006-Feb-15 22:40:00,0.0,0.0,0.0,0.0,0.0
2006-Feb-15 22:50:00,0.0,0.0,0.0,0.0,0.0
2006-Feb-15 23:00:00,0.0,0.0,0.0,0.0,0.0
2006-Feb-15 23:10:00,0.0,0.0,0.0,0.0,0.0
2006-Feb-15 23:20:00,0.0,0.0,0.0,0.0,0.0
2006-Feb-15 23:30:00,0.0,0.0,0.0,0.0,0.0
2006-Feb-15 23:40:00,0.0,0.0,0.0,0.0,0.0
2006-Feb-15 23:50:00,0.0,0.0,0.0,0.0,0.0
2006-Feb-16 00:00:00,0.0,0.0,0.0,0.0,0.0
2006-Feb-16 00:10:00,0.0,0.0,0.0,0.0,0.0
2006-Feb-16 00:20:00,0.0,0.0,0.0,0.0,0.0
2006-Feb-16 00:30:00,0.0,0.0,0.0,0.0,0.0
2006-Feb-16 00:40:00,0.0,0.0,0.0,0.0,0.0
2006-Feb-16 00:50:00,0.0,0.0,0.0,0.0,0.0
2006-Feb-16 01:00:00,0.0,0.0,0.0,0.0,0.0
2006-Feb-16 01:10:00,0.0,0.0,0.0,0.0,0.0
2006-Feb-16 01:20:00,0.0,0.0,0.0,0.0,0.0
2006-Feb-16 01:30:00,0.0,0.0,0.0,0.0,0.0
2006-Feb-16 01:40:00,0.0,0.0,0.0,0.0,0.0
2006-Feb-16 01:50:00,0.0,0.0,0.0,0.0,0.0
2006-Feb-16 02:00:00,0.0,0.0,0.0,0.0,0.0
2006-Feb-16 02:10:00,0.0,0.0,0.0,0.0,0.0
2006-Feb-16 02:20:00,0.0,0.0,0.0,0.0,0.0
2006-Feb-16 02:30:00,0.0,0.0,0.0,0.0,0.0
2006-Feb-16 02:40:00,0.0,0.0,0.0,0.0,0.0
2006-Feb-16 02:50:00,0.0,0.0,0.0,0.0,0.0
2006-Feb-16 03:00:00,0.0,0.0,0.0,0.0,0.0
2006-Feb-16 03:10:00,0.0,0.0,0.0,0.0,0.0
2006-Feb-16 03:20:00,0.0,0.0,0.0,0.0,0.0
2006-Feb-16 03:30:00,0.0,0.0,0.0,0.0,0.0
2006-Feb-16 03:40:00,0.0,0.0,0.0,0.0,0.0
2006-Feb-16 03:50:00,0.0,0.0,0.0,0.0,0.0
2006-Feb-16 04:00:00,0.0,0.0,0.0,0.0,0.0
2006-Feb-16 04:10:00,0.0,0.0,0.0,0.0,0.0
2006-Feb-16 04:20:00,0.0,0.0,0.0,0.0,0.0
2006-Feb-16 04:30:00,0.0,0.0,0.0,0.0,0.0
2006-Feb-16 04:40:00,0.0,0.0,0.0,0.0,0.0
2006-Feb-16 04:50:00,0.0,0.0,0.0,0.0,0.0
2006-Feb-16 05:00:00,0.0,0.0,0.0,0.0,0.0
2006-Feb-16 05:10:00,0.0,0.0,0.0,0.0,0.0
2006-Feb-16 05:20:00,0.0,0.0,0.0,0.0,0.0
2006-Feb-16 05:30:00,0.0,0.0,0.0,0.0,0.0
2006-Feb-16 05:40:00,0.0,0.0,0.0,0.0,0.0
2006-Feb-16 05:50:00,0.0,0.0,0.0,0.0,0.0
2006-Feb-16 06:00:00,0.0,0.0,0.0,0.0,0.0
2006-Feb-16 06:10:00,0.0,0.0,0.0,0.0,0.0
2006-Feb-16 06:20:00,0.0,0.0,0.0,0.0,0.0
2006-Feb-16 06:30:00,0.0,0.0,0.0,0.0,0.0
2006-Feb-16 06:40:00,0.0,0.0,0.0,0.0,0.0
2006-Feb-16 06:50:00,0.0,0.0,0.0,0.0,0.0
2006-Feb-16 07:00:00,0.0,0.0,0.0,0.0,0.0
2006-Feb-16 07:10:00,46.04141362098646,11.849367033244143,11.849367033244143,165.21628398234523,22.49507964627746
2006-Feb-16 07:20:00,66.90554187780731,16.212604445059497,16.212604445059497,227.30405301515006,34.16884114043197
2006-Feb-16 07:30:00,88.47340724714692,20.446584931871136,20.446584931871136,285.07955226564565,48.22111932674866
2006-Feb-16 07:40:00,109.90512603459662,33.921045571941995,33.921045571941995,312.49708632613965,84.05380787952066
2006-Feb-16 07:50:00,140.1576615923616,48.14428286223102,48.14428286223102,364.7905602762046,121.85581946822494
2006-Feb-16 08:00:00,170.40884044216577,62.20782428816762,62.20782428816762,412.351191419768,161.578156778729
2006-Feb-16 08:10:00,201.01565394473974,76.13917970339494,76.13917970339494,456.5434529904656,203.1643097778949
2006-Feb-16 08:20:00,232.11479432321278,89.78868453136624,89.78868453136624,498.15493432455753,246.55041197499926
2006-Feb-16 08:30:00,263.79061749902723,103.47695821529044,103.47695821529044,536.8782971115331,291.6654179364326
2006-Feb-16 08:40:00,288.02639797007174,100.63836689533994,100.63836689533994,580.5055910406269,319.7656076753968
2006-Feb-16 08:50:00,332.3797536363595,100.08607382324679,100.08607382324679,660.7348299231888,354.1612240485623
2006-Feb-16 09:00:00,374.50309961102346,101.08913796702686,101.08913796702686,723.2209492296051,394.58458125207653
2006-Feb-16 09:10:00,408.51399064598684,96.78055198374213,96.78055198374213,765.2355975189913,440.74416997955683
2006-Feb-16 09:20:00,443.62165453035243,97.78293511454469,97.78293511454469,796.224820863844,492.3255348322988
2006-Feb-16 09:30:00,475.8485726824822,99.54533907984387,99.54533907984387,814.5616913011934,548.9922183024696
2006-Feb-16 09:40:00,494.5045456543994,102.99259753084192,102.99259753084192,800.1929602350882,584.6728519715708
2006-Feb-16 09:50:00,513.0325369629221,106.3612177494351,106.3612177494351,783.8470938924014,620.0778613048698
2006-Feb-16 10:00:00,531.3893868617545,109.65045305116024,109.65045305116024,765.487369423277,655.1072322589655
2006-Feb-16 10:10:00,549.5316730930646,112.85835661532408,112.85835661532408,745.0874178452088,689.6601993045157
2006-Feb-16 10:20:00,567.4159353955226,115.98224759733426,115.98224759733426,722.6302836608851,723.635502559759
2006-Feb-16 10:30:00,584.9988732655827,119.01906706461573,119.01906706461573,698.1077710275451,756.9316485323562
2006-Feb-16 10:40:00,600.0822306029271,123.84912861012434,123.84912861012434,668.7015991364907,785.8711838730071
2006-Feb-16 10:50:00,614.4265244671202,128.4052334161822,128.4052334161822,637.6706539094235,813.4262786941117
2006-Feb-16 11:00:00,628.0203349782164,132.69374831725702,132.69374831725702,605.0819190219869,839.5512027389673
2006-Feb-16 11:10:00,640.8540402029872,136.72285455451174,136.72285455451174,571.0053121559765,864.202832910983
2006-Feb-16 11:20:00,652.9200238179909,140.50273892759952,140.50273892759952,535.5141529741619,887.3407441709835
2006-Feb-16 11:30:00,664.2128304937667,144.0457355165259,144.0457355165259,498.6855621576832,908.9272955012223
2006-Feb-16 11:40:00,671.1918947620185,145.50580031657032,145.50580031657032,457.7666859037789,924.1109398666742
2006-Feb-16 11:50:00,677.4680879257254,146.84723454655165,146.84723454655165,416.04057013073356,937.6540039608275
2006-Feb-16 12:00:00,683.0397706254925,148.0821400511958,148.0821400511958,373.59107102592213,949.5327634142475
2006-Feb-16 12:10:00,687.9068659572441,149.2231201755006,149.2231201755006,330.50511167323225,959.7266420559827
2006-Feb-16 12:20:00,692.0705378704374,150.2827732435395,150.2827732435395,286.8720473226993,968.2182543354209
2006-Feb-16 12:30:00,695.5327928099504,151.27306567128483,151.27306567128483,242.78284545366353,974.9934417023068
2006-Feb-16 12:40:00,648.2992516141666,150.59049702757818,150.59049702757818,192.632328002567,886.4819077581699
2006-Feb-16 12:50:00,593.4736766520073,149.80689800581595,149.80689800581595,150.43903493291143,795.9617846865856
2006-Feb-16 13:00:00,520.7363645083389,185.79795281467864,156.14836798582593,156.14836798582593,704.2367780076327
2006-Feb-16 13:10:00,458.33049831549147,207.91406521328173,159.02796542525965,159.02796542525965,612.1128949660597
2006-Feb-16 13:20:00,370.89631129135466,215.99142799466665,165.69167052531475,165.69167052531475,520.395888664387
2006-Feb-16 13:30:00,267.0648540638435,208.873038115645,180.74117747378364,180.74117747378364,429.88870460889416
2006-Feb-16 13:40:00,342.6796632308959,250.53760331597675,186.28503103519557,186.28503103519557,507.9564286454204
2006-Feb-16 13:50:00,416.5044726256291,301.59492018520683,188.6603956784415,188.6603956784415,584.2627880952732
2006-Feb-16 14:00:00,469.40749257293913,356.3826043805462,198.52668365880794,198.52668365880794,658.3728966787618
2006-Feb-16 14:10:00,521.1368068808674,418.09727906241613,208.17632692719073,208.17632692719073,729.8594428651899
2006-Feb-16 14:20:00,571.5072270256805,486.5266191826308,217.54871631044168,217.54871631044168,798.3040533436482
2006-Feb-16 14:30:00,638.3113143176535,575.61917655395,223.32486705086055,223.32486705086055,863.2986319715435
2006-Feb-16 14:40:00,633.8031404946246,609.075902924757,207.96727783861098,207.96727783861098,845.6663639230035
2006-Feb-16 14:50:00,625.791472215382,641.915775353148,190.85154768271335,190.85154768271335,824.6314333223521
2006-Feb-16 15:00:00,624.5131414151323,684.8140019957593,173.6920970918657,173.6920970918657,799.9219019265677
2006-Feb-16 15:10:00,610.650344679082,717.7391653470273,152.30014867566393,152.30014867566393,771.2777505492168
2006-Feb-16 15:20:00,588.9648962454239,742.544287513061,134.08055252700254,134.08055252700254,738.4517416661213
2006-Feb-16 15:30:00,558.1962658663615,756.8291297983371,112.7024441608943,112.7024441608943,701.2102476169944
2006-Feb-16 15:40:00,537.9496055014412,775.1683464267039,109.03709133363327,109.03709133363327,663.7994715671688
2006-Feb-16 15:50:00,517.5504702482812,791.2294401658752,105.30194723801822,105.30194723801822,626.0590407430506
2006-Feb-16 16:00:00,497.048925339474,805.0497005107753,101.501644146311,101.501644146311,588.1027168727474
2006-Feb-16 16:10:00,476.4948008431012,816.6771449777641,97.6400198440012,97.6400198440012,550.042863373317
2006-Feb-16 16:20:00,455.9375317491082,826.1717649864067,93.7196440465535,93.7196440465535,511.990154208135
2006-Feb-16 16:30:00,435.4259824604786,833.6073744700168,89.74115885787641,89.74115885787641,474.05328955134127
2006-Feb-16 16:40:00,408.69813616037624,833.5970460155825,77.94451421052128,77.94451421052128,425.8500678790267
2006-Feb-16 16:50:00,378.93860425453806,817.6290615121219,71.58237005259505,71.58237005259505,379.16863071479304
2006-Feb-16 17:00:00,349.9071935697845,798.9628529438124,65.2859150530374,65.2859150530374,334.15592718841225
2006-Feb-16 17:10:00,321.67270374640015,777.7922010538666,59.066506224085956,59.066506224085956,290.95120879601404
2006-Feb-16 17:20:00,294.30240500102536,754.3310778007584,52.93446921439161,52.93446921439161,249.68565468042584
2006-Feb-16 17:30:00,268.02991773252813,729.2594955033829,46.92156132417128,46.92156132417128,210.48202109259023
2006-Feb-16 17:40:00,219.12215972579278,628.3231274188744,39.29240537299216,39.29240537299216,156.86573626704197
2006-Feb-16 17:50:00,174.03957743766458,530.025851824068,30.0798492658205,30.0798492658205,111.49519984437515
2006-Feb-16 18:00:00,133.538269226227,426.8869301897618,24.1556594041178,24.1556594041178,74.57143707125246
2006-Feb-16 18:10:00,97.73429616062843,325.5191073398915,18.975647947118652,18.975647947118652,46.26292978004196
2006-Feb-16 18:20:00,53.05575490922496,178.0780275451344,13.19408231572691,13.19408231572691,26.705118642952645
2006-Feb-16 18:30:00,10.482705850548646,18.465827920335,7.947132915627669,7.947132915627669,16.0
2006-Feb-16 18:40:00,0.0,0.0,0.0,0.0,0.0
2006-Feb-16 18:50:00,0.0,0.0,0.0,0.0,0.0
2006-Feb-16 19:00:00,0.0,0.0,0.0,0.0,0.0
2006-Feb-16 19:10:00,0.0,0.0,0.0,0.0,0.0
2006-Feb-16 19:20:00,0.0,0.0,0.0,0.0,0.0
2006-Feb-16 19:30:00,0.0,0.0,0.0,0.0,0.0
2006-Feb-16 19:40:00,0.0,0.0,0.0,0.0,0.0
2006-Feb-16 19:50:00,0.0,0.0,0.0,0.0,0.0
2006-Feb-16 20:00:00,0.0,0.0,0.0,0.0,0.0
2006-Feb-16 20:10:00,0.0,0.0,0.0,0.0,0.0
2006-Feb-16 20:20:00,0.0,0.0,0.0,0.0,0.0
2006-Feb-16 20:30:00,0.0,0.0,0.0,0.0,0.0
2006-Feb-16 20:40:00,0.0,0.0,0.0,0.0,0.0
2006-Feb-16 20:50:00,0.0,0.0,0.0,0.0,0.0
2006-Feb-16 21:00:00,0.0,0.0,0.0,0.0,0.0
2006-Feb-16 21:10:00,0.0,0.0,0.0,0.0,0.0
2006-Feb-16 21:20:00,0.0,0.0,0.0,0.0,0.0
2006-Feb-16 21:30:00,0.0,0.0,0.0,0.0,0.0
2006-Feb-16 21:40:00,0.0,0.0,0.0,0.0,0.0
2006-Feb-16 21:50:00,0.0,0.0,0.0,0.0,0.0
2006-Feb-16 22:00:00,0.0,0.0,0.0,0.0,0.0
2006-Feb-16 22:10:00,0.0,0.0,0.0,0.0,0.0
2006-Feb-16 22:20:00,0.0,0.0,0.0,0.0,0.0
2006-Feb-16 22:30:00,0.0,0.0,0.0,0.0,0.0
2006-Feb-16 22:40:00,0.0,0.0,0.0,0.0,0.0
2006-Feb-16 22:50:00,0.0,0.0,0.0,0.0,0.0
2006-Feb-16 23:00:00,0.0,0.0,0.0,0.0,0.0
2006-Feb-16 23:10:00,0.0,0.0,0.0,0.0,0.0
2006-Feb-16 23:20:00,0.0,0.0,0.0,0.0,0.0
2006-Feb-16 23:30:00,0.0,0.0,0.0,0.0,0.0
2006-Feb-16 23:40:00,0.0,0.0,0.0,0.0,0.0
2006-Feb-16 23:50:00,0.0,0.0,0.0,0.0,0.0
2006-Feb-17 00:00:00,0.0,0.0,0.0,0.0,0.0
2006-Feb-17 00:10:00,0.0,0.0,0.0,0.0,0.0
2006-Feb-17 00:20:00,0.0,0.0,0.0,0.0,0.0
2006-Feb-17 00:30:00,0.0,0.0,0.0,0.0,0.0
2006-Feb-17 00:40:00,0.0,0.0,0.0,0.0,0.0
2006-Feb-17 00:50:00,0.0,0.0,0.0,0.0,0.0
2006-Feb-17 01:00:00,0.0,0.0,0.0,0.0,0.0
2006-Feb-17 01:10:00,0.0,0.0,0.0,0.0,0.0
2006-Feb-17 01:20:00,0.0,0.0,0.0,0.0,0.0
2006-Feb-17 01:30:00,0.0,0.0,0.0,0.0,0.0
2006-Feb-17 01:40:00,0.0,0.0,0.0,0.0,0.0
2006-Feb-17 01:50:00,0.0,0.0,0.0,0.0,0.0
2006-Feb-17 02:00:00,0.0,0.0,0.0,0.0,0.0
2006-Feb-17 02:10:00,0.0,0.0,0.0,0.0,0.0
2006-Feb-17 02:20:00,0.0,0.0,0.0,0.0,0.0
2006-Feb-17 02:30:00,0.0,0.0,0.0,0.0,0.0
2006-Feb-17 02:40:00,0.0,0.0,0.0,0.0,0.0
2006-Feb-17 02:50:00,0.0,0.0,0.0,0.0,0.0
2006-Feb-17 03:00:00,0.0,0.0,0.0,0.0,0.0
2006-Feb-17 03:10:00,0.0,0.0,0.0,0.0,0.0
2006-Feb-17 03:20:00,0.0,0.0,0.0,0.0,0.0
2006-Feb-17 03:30:00,0.0,0.0,0.0,0.0,0.0
2006-Feb-17 03:40:00,0.0,0.0,0.0,0.0,0.0
2006-Feb-17 03:50:00,0.0,0.0,0.0,0.0,0.0
2006-Feb-17 04:00:00,0.0,0.0,0.0,0.0,0.0
2006-Feb-17 04:10:00,0.0,0.0,0.0,0.0,0.0
2006-Feb-17 04:20:00,0.0,0.0,0.0,0.0,0.0
2006-Feb-17 04:30:00,0.0,0.0,0.0,0.0,0.0
2006-Feb-17 04:40:00,0.0,0.0,0.0,0.0,0.0
2006-Feb-17 04:50:00,0.0,0.0,0.0,0.0,0.0
2006-Feb-17 05:00:00,0.0,0.0,0.0,0.0,0.0
2006-Feb-17 05:10:00,0.0,0.0,0.0,0.0,0.0
2006-Feb-17 05:20:00,0.0,0.0,0.0,0.0,0.0
2006-Feb-17 05:30:00,0.0,0.0,0.0,0.0,0.0
2006-Feb-17 05:40:00,0.0,0.0,0.0,0.0,0.0
2006-Feb-17 05:50:00,0.0,0.0,0.0,0.0,0.0
2006-Feb-17 06:00:00,0.0,0.0,0.0,0.0,0.0
2006-Feb-17 06:10:00,0.0,0.0,0.0,0.0,0.0
2006-Feb-17 06:20:00,0.0,0.0,0.0,0.0,0.0
2006-Feb-17 06:30:00,0.0,0.0,0.0,0.0,0.0
2006-Feb-17 06:40:00,0.0,0.0,0.0,0.0,0.0
2006-Feb-17 06:50:00,0.0,0.0,0.0,0.0,0.0
2006-Feb-17 07:00:00,0.0,0.0,0.0,0.0,0.0
2006-Feb-17 07:10:00,47.68557773644083,12.279365843624712,12.279365843624712,172.04762344715076,23.232458417127972
2006-Feb-17 07:20:00,69.01087618690259,16.767016637288425,16.767016637288425,235.9736053268753,35.32454217901221
2006-Feb-17 07:30:00,90.9648393634087,21.133227493824034,21.133227493824034,294.98848113127383,49.88712946645718
2006-Feb-17 07:40:00,120.23355400972069,27.840546121596155,27.840546121596155,369.49083509284173,76.32615729807162
2006-Feb-17 07:50:00,160.13738632041745,37.671395155277104,37.671395155277104,463.5309105927004,108.89966107890183
2006-Feb-17 08:00:00,197.02508332327375,45.5828837901968,45.5828837901968,541.5656821097893,147.48554327934053
2006-Feb-17 08:10:00,236.62492382313104,53.905548406298884,53.905548406298884,617.612688446836,191.93851657356674
2006-Feb-17 08:20:00,278.5895362022343,62.59721018782863,62.59721018782863,690.4342447799622,242.09052866117668
2006-Feb-17 08:30:00,323.29524335195805,71.70078860449404,71.70078860449404,760.7584582949813,297.7512524980856
2006-Feb-17 08:40:00,346.6233562358404,74.24966737981806,74.24966737981806,777.07465300249,334.12739520615213
2006-Feb-17 08:50:00,370.7011066255122,76.97106444017045,76.97106444017045,790.8974254695107,372.58320559398675
2006-Feb-17 09:00:00,396.31330507397394,84.195628620837,84.195628620837,798.7158366446512,412.976386497331
2006-Feb-17 09:10:00,422.13973991811133,87.15499341511938,87.15499341511938,808.5888620938128,455.1560308518878
2006-Feb-17 09:20:00,448.6233417214532,90.2682864710172,90.2682864710172,815.6204125431016,498.96303749256003
2006-Feb-17 09:30:00,471.6655960525479,99.28456978602561,99.28456978602561,807.4537857705707,544.2305516752635
2006-Feb-17 09:40:00,456.4885155588438,103.8392999667358,103.8392999667358,730.570993833091,531.1121688977796
2006-Feb-17 09:50:00,431.4739911604116,116.14717234441466,116.14717234441466,639.4147259893575,508.95284827065746
2006-Feb-17 10:00:00,388.4901277405812,123.55034635725899,123.55034635725899,533.3595569820586,478.2149043239697
2006-Feb-17 10:10:00,331.95739829170935,131.22185903011132,131.22185903011132,420.036740156661,439.3918640987572
2006-Feb-17 10:20:00,274.95003104569287,141.05866389037422,141.05866389037422,319.498957729484,393.00686480702217
2006-Feb-17 10:30:00,212.0580691397074,148.14917447632163,148.14917447632163,226.3963310832116,339.61096805901377
2006-Feb-17 10:40:00,291.9089853593262,154.15902375647207,154.15902375647207,310.3062831731929,423.2367348290742
2006-Feb-17 10:50:00,373.4880780824804,157.1715959751127,157.1715959751127,382.1215085678753,511.85136249573975
2006-Feb-17 11:00:00,462.11962806390886,162.9034581204651,162.9034581204651,446.3255987202885,604.8975125773752
2006-Feb-17 11:10:00,530.0700068330899,170.09600163282846,170.09600163282846,478.65503370023606,701.8000883923096
2006-Feb-17 11:20:00,608.8190729941292,177.29150874349898,177.29150874349898,508.58107057553104,801.9680424222242
2006-Feb-17 11:30:00,679.6801250438067,184.56937962021058,184.56937962021058,521.0904785524774,904.79623042832
2006-Feb-17 11:40:00,627.1755038841043,175.37891225975744,175.37891225975744,442.8124375449088,833.8529724571129
2006-Feb-17 11:50:00,573.0230278935313,165.98982036890607,165.98982036890607,371.6668926148803,759.4076450469192
2006-Feb-17 12:00:00,507.2928275664276,158.852747125832,158.852747125832,305.1639760458149,681.933753034662
2006-Feb-17 12:10:00,450.4520895409647,149.5753545375395,149.5753545375395,250.38577647953582,601.914393734362
